,Ano,Delegacia,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
345,2012,05 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,1,1,0,0,0,0,0,0,0,0,1,3
346,2012,05 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,5,6,7,9,11,11,3,3,4,2,4,8,73
347,2012,05 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,2,2,5,2,4,6,5,1,3,2,7,39
348,2012,05 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,5,8,9,12,11,12,9,8,5,4,5,15,103
349,2012,05 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,10,12,18,12,11,5,9,22,9,14,16,16,154
350,2012,05 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,28,22,23,11,15,10,8,25,6,2,4,21,175
351,2012,06 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,3,2,2,3,0,1,3,3,1,0,0,0,18
352,2012,06 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1,3,0,6,6,8,8,10,4,6,6,3,61
353,2012,06 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,2,0,0,6,0,8
354,2012,06 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1,1,0,0,1,1,0,0,1,2,1,0,8
355,2012,06 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,5,1,0,1,1,3,2,0,1,3,2,2,21
356,2012,06 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,4,4,2,5,6,0,9,6,5,13,6,3,63
357,2012,06 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2012,06 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,1,0,0,0,1
359,2012,06 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,4,4,2,9,6,9,10,6,5,15,7,3,80
360,2012,06 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,0,0,0,6,4,0,0,2,12
361,2012,06 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,4,4,2,0,0,8,0,12,5,13,6,5,59
362,2012,06 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,14,10,23,14,14,10,7,12,8,14,17,10,153
363,2012,06 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,7,39,4,36,36,37,22,7,60,44,16,12,320
364,2012,07 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,1,2,2,0,0,3,1,1,1,0,11
365,2012,07 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,1,1,0,1,2,2,2,1,1,2,3,16
366,2012,07 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,5,2,0,0,0,7
367,2012,07 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,6,0,1,1,1,0,1,0,2,1,2,1,16
368,2012,07 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,3,0,4,3,4,0,1,0,5,2,5,0,27
369,2012,07 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,7,12,16,8,4,6,8,2,8,6,13,10,100
370,2012,07 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2012,07 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2012,07 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,7,12,20,8,4,6,8,2,8,6,13,10,104
373,2012,07 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,2,0,1,1,1,2,2,3,12
374,2012,07 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,7,12,16,8,4,6,9,2,8,6,13,10,101
375,2012,07 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,16,22,23,9,16,8,8,6,9,10,6,17,150
376,2012,07 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,7,21,16,11,8,6,10,18,8,51,37,20,213
377,2012,DDM - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2012,DDM - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2012,DDM - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
380,2012,DDM - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,1,0,0,0,1
381,2012,DDM - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,1,0,0,1,0,0,0,1,1,0,0,1,5
382,2012,DDM - Piracicaba,Nº DE FLAGRANTES LAVRADOS,18,13,10,12,0,8,15,5,12,8,14,13,128
383,2012,DDM - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,1,0,0,0,1
384,2012,DDM - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,1,0,0,0,0,0,0,0,0,0,0,1
385,2012,DDM - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,18,13,10,12,0,8,15,5,13,8,14,13,129
386,2012,DDM - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,1,0,0,0,0,1,0,3,12,0,2,1,20
387,2012,DDM - Piracicaba,Nº DE PRISÕES EFETUADAS,19,13,10,12,0,9,15,8,0,8,16,14,124
388,2012,DDM - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2012,DDM - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,92,55,51,73,0,95,44,75,78,76,73,56,768
390,2012,DIG - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,1,2,11,14,2,2,2,5,3,0,2,44
391,2012,DIG - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,2,5,32,42,42,48,40,42,44,55,55,407
392,2012,DIG - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,3,0,0,0,0,0,0,0,0,0,0,3
393,2012,DIG - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,1,1,0,2,2,0,1,0,0,0,2,9
394,2012,DIG - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,1,2,1,5,4,5,0,0,2,0,3,23
395,2012,DIG - Piracicaba,Nº DE FLAGRANTES LAVRADOS,0,4,6,27,37,34,30,23,24,28,36,33,282
396,2012,DIG - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,4,4,1,7,4,0,7,4,8,39
397,2012,DIG - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,1,0,0,1,0,2,0,0,1,5
398,2012,DIG - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,0,5,7,28,41,42,32,28,29,39,42,46,339
399,2012,DIG - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,19,16,12,28,23,17,20,28,34,22,19,16,254
400,2012,DIG - Piracicaba,Nº DE PRISÕES EFETUADAS,19,20,18,27,60,34,60,60,24,28,65,71,486
401,2012,DIG - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,1,6,8,9,8,7,2,3,3,2,4,5,58
402,2012,DIG - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,4,11,12,36,48,45,42,39,38,42,46,46,409
403,2012,DISE - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,8,12,6,0,0,0,0,0,0,0,0,0,26
404,2012,DISE - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,47,32,27,0,0,0,0,0,0,0,0,0,106
405,2012,DISE - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
406,2012,DISE - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2012,DISE - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,2,0,0,0,0,0,0,0,0,0,0,0,2
408,2012,DISE - Piracicaba,Nº DE FLAGRANTES LAVRADOS,28,17,12,0,0,0,0,0,0,0,0,0,57
409,2012,DISE - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1,0,0,0,0,0,0,0,0,0,0,0,1
410,2012,DISE - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2012,DISE - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,35,22,23,0,0,0,0,0,0,0,0,0,80
412,2012,DISE - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,1,0,0,0,0,0,0,0,0,0,0,0,1
413,2012,DISE - Piracicaba,Nº DE PRISÕES EFETUADAS,28,17,12,0,0,0,0,0,0,0,0,0,57
414,2012,DISE - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2012,DISE - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,31,23,15,0,0,0,0,0,0,0,0,0,69
416,2012,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2012,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2012,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
419,2012,OUTRAS ESPECIALIZADAS,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2012,OUTRAS ESPECIALIZADAS,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2012,OUTRAS ESPECIALIZADAS,Nº DE FLAGRANTES LAVRADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2012,OUTRAS ESPECIALIZADAS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2012,OUTRAS ESPECIALIZADAS,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2012,OUTRAS ESPECIALIZADAS,Nº DE PESSOAS PRESAS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2012,OUTRAS ESPECIALIZADAS,Nº DE PESSOAS PRESAS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2012,OUTRAS ESPECIALIZADAS,Nº DE PRISÕES EFETUADAS,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2012,OUTRAS ESPECIALIZADAS,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2012,OUTRAS ESPECIALIZADAS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2013,01 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,1,1,2,0,0,0,0,0,0,0,0,4
430,2013,01 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,1,0,0,0,0,0,0,0,0,0,1
431,2013,01 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
432,2013,01 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1,1,1,1,0,0,0,0,0,0,0,1,5
433,2013,01 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,2,1,1,1,1,0,6,2,1,0,2,1,18
434,2013,01 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,7,8,12,11,9,4,3,2,4,6,5,9,80
435,2013,01 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,1,0,0,2,12,0,7,0,0,1,0,23
436,2013,01 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2013,01 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,9,9,13,13,11,5,3,2,4,6,6,13,94
438,2013,01 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,2,1,2,4,5,2,2,2,2,3,4,4,33
439,2013,01 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,9,9,14,15,14,6,5,4,6,9,9,13,113
440,2013,01 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,2,8,3,6,5,2,5,1,2,2,3,5,44
441,2013,01 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,22,36,23,30,28,15,12,21,14,22,15,17,255
442,2013,02 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,1,0,0,2,0,2,0,0,1,3,9
443,2013,02 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,1,2,3,1,1,4,2,2,3,5,1,25
444,2013,02 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
445,2013,02 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,0,1,0,0,0,1,0,0,1,1,1,5
446,2013,02 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,0,1,0,0,0,1,1,0,2,2,1,8
447,2013,02 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,14,15,14,16,12,9,11,13,10,9,11,15,149
448,2013,02 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1,0,0,0,0,0,0,0,0,0,0,0,1
449,2013,02 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,1,0,1,0,0,0,0,0,0,2
450,2013,02 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,19,0,14,21,14,13,11,16,17,10,13,18,166
451,2013,02 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,3,0,3,5,3,9,1,3,5,3,5,2,42
452,2013,02 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,17,20,17,21,15,18,12,16,15,12,16,17,196
453,2013,02 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,11,8,12,12,11,10,6,8,11,8,17,19,133
454,2013,02 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,35,25,36,21,20,22,36,27,43,17,44,38,364
455,2013,03 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1,4,2,3,10,6,2,7,2,5,1,4,47
456,2013,03 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,3,5,4,11,6,9,5,5,7,9,8,6,78
457,2013,03 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,1,0,0,0,0,1,0,0,0,1,0,3
458,2013,03 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1,1,0,0,0,0,3,0,0,2,2,1,10
459,2013,03 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,3,1,0,0,1,2,5,1,5,2,2,1,23
460,2013,03 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,6,9,8,10,15,10,12,11,8,14,19,12,134
461,2013,03 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,1,0,0,0,0,0,0,0,0,0,1
462,2013,03 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2013,03 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,7,12,9,10,17,11,14,11,8,15,21,13,148
464,2013,03 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,9,10,4,5,5,10,5,6,6,8,6,5,79
465,2013,03 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,15,19,12,15,20,20,17,17,14,22,25,17,213
466,2013,03 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,15,12,12,8,17,10,10,7,9,12,7,16,135
467,2013,03 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,19,16,26,27,21,20,20,20,27,23,30,22,271
468,2013,04 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1,0,1,0,0,2,3,3,2,0,2,0,14
469,2013,04 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,2,2,1,0,0,4,0,1,1,1,0,12
470,2013,04 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,1,0,0,1,0,1,1,1,0,0,1,6
471,2013,04 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,3,1,1,2,1,0,0,2,1,2,1,14
472,2013,04 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,3,1,2,5,7,0,0,8,1,5,1,33
473,2013,04 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,7,13,12,26,12,13,4,2,0,9,12,8,118
474,2013,04 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,3,2,3,3,3,2,0,16
475,2013,04 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,1,0,0,0,1
476,2013,04 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,7,15,14,15,15,13,4,3,9,9,13,9,126
477,2013,04 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,1,3,4,5,1,6,8,3,2,2,6,6,47
478,2013,04 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,8,18,18,20,16,19,12,6,11,11,19,15,173
479,2013,04 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,15,16,12,17,11,25,13,22,13,23,18,10,195
480,2013,04 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,24,31,31,33,31,42,26,21,0,19,27,29,314
481,2013,05 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1,0,0,2,1,1,2,1,4,1,1,0,14
482,2013,05 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,3,3,1,3,3,6,1,6,2,7,2,3,40
483,2013,05 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),4,0,0,1,0,0,0,0,1,0,0,0,6
484,2013,05 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2,1,1,1,0,0,0,0,0,0,0,1,6
485,2013,05 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,4,1,1,1,3,1,0,4,1,1,0,1,18
486,2013,05 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,4,4,5,7,2,4,3,6,2,10,2,7,56
487,2013,05 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,1,0,0,0,0,2,0,0,3
488,2013,05 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,1,0,0,1,0,1,0,3
489,2013,05 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,6,4,5,7,2,5,4,10,2,10,2,7,64
490,2013,05 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,0,2,3,6,7,5,2,0,0,2,5,3,35
491,2013,05 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,4,6,8,13,9,9,5,6,2,12,8,10,92
492,2013,05 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,19,9,6,15,14,15,17,8,3,6,16,11,139
493,2013,05 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,5,7,12,10,11,17,10,20,7,13,12,37,161
494,2013,06 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,2,0,3,0,1,0,0,0,0,1,1,8
495,2013,06 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,5,8,8,3,11,4,6,4,5,6,4,5,69
496,2013,06 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,12,0,14,7,9,0,8,7,0,0,57
497,2013,06 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1,0,0,1,1,0,1,0,0,0,1,1,6
498,2013,06 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,2,4,2,4,1,0,1,1,0,1,2,1,19
499,2013,06 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,5,10,6,8,9,11,5,16,7,6,7,9,99
500,2013,06 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,2,0,0,0,2,1,0,2,4,1,0,12
501,2013,06 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,3,0,0,2,0,0,1,1,1,8
502,2013,06 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,5,10,8,8,10,13,10,18,8,7,9,9,115
503,2013,06 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,1,3,2,2,3,2,2,5,3,4,5,3,35
504,2013,06 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,6,13,10,8,13,13,5,21,7,10,14,12,132
505,2013,06 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,9,11,16,16,12,12,14,10,8,14,9,17,148
506,2013,06 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,20,31,19,14,12,16,15,28,13,20,22,20,230
507,2013,07 DP  - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,2,1,1,0,4,0,0,1,2,3,0,1,15
508,2013,07 DP  - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1,0,3,1,0,1,0,1,0,1,0,1,9
509,2013,07 DP  - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
510,2013,07 DP  - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2,0,0,1,1,1,0,4,1,1,1,0,12
511,2013,07 DP  - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,2,0,2,1,1,1,6,4,2,2,0,0,21
512,2013,07 DP  - Piracicaba,Nº DE FLAGRANTES LAVRADOS,6,9,10,8,5,7,4,8,9,2,8,2,78
513,2013,07 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2013,07 DP  - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,1,0,0,0,0,0,0,0,0,0,0,0,1
515,2013,07 DP  - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,6,11,14,10,5,7,10,12,12,2,0,2,91
516,2013,07 DP  - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,1,1,2,1,2,5,1,2,2,1,0,6,24
517,2013,07 DP  - Piracicaba,Nº DE PRISÕES EFETUADAS,7,9,10,8,5,12,4,8,9,2,0,0,74
518,2013,07 DP  - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,11,5,6,5,9,6,15,7,8,7,8,6,93
519,2013,07 DP  - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,20,22,27,20,11,19,8,19,22,16,22,16,222
520,2013,DDM - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
521,2013,DDM - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2013,DDM - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
523,2013,DDM - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0,2,0,0,0,0,0,0,0,0,0,0,2
524,2013,DDM - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,0,2,1,0,0,0,0,1,0,0,0,0,4
525,2013,DDM - Piracicaba,Nº DE FLAGRANTES LAVRADOS,9,14,18,14,13,14,5,14,13,10,11,12,147
526,2013,DDM - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2013,DDM - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2013,DDM - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,9,14,18,14,13,14,5,14,13,10,11,12,147
529,2013,DDM - Piracicaba,Nº DE PESSOAS PRESAS POR MANDADO,2,3,0,1,1,0,0,2,0,3,2,0,14
530,2013,DDM - Piracicaba,Nº DE PRISÕES EFETUADAS,11,17,18,15,14,14,5,16,13,13,13,12,161
531,2013,DDM - Piracicaba,Nº DE VEÍCULOS RECUPERADOS,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2013,DDM - Piracicaba,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,59,83,78,104,92,95,91,92,95,52,47,65,953
533,2013,DIG - Piracicaba,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,2,3,1,1,2,2,3,5,2,1,0,0,22
534,2013,DIG - Piracicaba,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,48,55,52,52,70,57,49,51,38,33,45,43,593
535,2013,DIG - Piracicaba,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0,0,0,0,0,0,0,0,0,0,0,0,0
536,2013,DIG - Piracicaba,OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1,0,4,2,0,1,0,1,2,1,3,0,15
537,2013,DIG - Piracicaba,Nº DE ARMAS DE FOGO APREENDIDAS,1,4,5,3,2,2,2,6,2,3,9,1,40
538,2013,DIG - Piracicaba,Nº DE FLAGRANTES LAVRADOS,24,51,37,29,35,34,24,30,23,23,26,24,360
539,2013,DIG - Piracicaba,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,6,8,1,4,2,4,0,3,4,0,3,3,38
540,2013,DIG - Piracicaba,Nº DE INFRATORES APREENDIDOS POR MANDADO,0,1,0,0,0,0,2,1,0,0,0,0,4
541,2013,DIG - Piracicaba,Nº DE PESSOAS PRESAS EM FLAGRANTE,34,41,48,35,53,40,34,39,28,27,34,28,441
